year,farm_resource_region,crop,stat,estimate
2007,Heartland,"Tobacco, Cotton, Peanuts",incfi,34108
2007,Heartland,Other Field Crops,incfi,6457
2007,Heartland,"Specialty Crops (F,V,N)",incfi,11832
2008,Heartland,General Cash Grains,incfi,103101
2008,Heartland,Corn,incfi,113458
2008,Heartland,Soybean,incfi,29985
2008,Heartland,"Tobacco, Cotton, Peanuts",incfi,104408
2008,Heartland,Wheat,incfi,-5032
2008,Heartland,Other Field Crops,incfi,3571
2008,Heartland,"Specialty Crops (F,V,N)",incfi,33389
2009,Heartland,Corn,incfi,88613
2009,Heartland,"Tobacco, Cotton, Peanuts",incfi,99708
2009,Heartland,Other Field Crops,incfi,5398
2009,Heartland,General Cash Grains,incfi,100347
2009,Heartland,Wheat,incfi,1896
2009,Heartland,Soybean,incfi,52157
2009,Heartland,"Specialty Crops (F,V,N)",incfi,27469
2010,Heartland,Wheat,incfi,NA
2010,Heartland,Corn,incfi,100915
2010,Heartland,"Specialty Crops (F,V,N)",incfi,20101
2010,Heartland,General Cash Grains,incfi,110719
2010,Heartland,Soybean,incfi,51347
2010,Heartland,"Tobacco, Cotton, Peanuts",incfi,74441
2010,Heartland,Other Field Crops,incfi,5356
2011,Heartland,General Cash Grains,incfi,137925
2011,Heartland,Corn,incfi,126540
2011,Heartland,"Tobacco, Cotton, Peanuts",incfi,534438
2011,Heartland,Other Field Crops,incfi,5576
2011,Heartland,"Specialty Crops (F,V,N)",incfi,14463
2011,Heartland,Wheat,incfi,2349
2011,Heartland,Soybean,incfi,44013
2012,Heartland,"Specialty Crops (F,V,N)",incfi,45763
2012,Heartland,General Cash Grains,incfi,168122
2012,Heartland,Wheat,incfi,14042
2012,Heartland,Corn,incfi,171542
2012,Heartland,Soybean,incfi,58943
2012,Heartland,"Tobacco, Cotton, Peanuts",incfi,59556
2012,Heartland,Other Field Crops,incfi,8620
2013,Heartland,General Cash Grains,incfi,261484
2013,Heartland,"Tobacco, Cotton, Peanuts",incfi,124411
2013,Heartland,Other Field Crops,incfi,9743
2013,Heartland,Wheat,incfi,2011
2013,Heartland,Corn,incfi,190127
2013,Heartland,Soybean,incfi,71372
2013,Heartland,"Specialty Crops (F,V,N)",incfi,20106
2014,Heartland,General Cash Grains,incfi,147652
2014,Heartland,Corn,incfi,138073
2014,Heartland,Soybean,incfi,69029
2014,Heartland,"Tobacco, Cotton, Peanuts",incfi,113662
2014,Heartland,Other Field Crops,incfi,13688
2014,Heartland,"Specialty Crops (F,V,N)",incfi,32054
2014,Heartland,Wheat,incfi,5267
2015,Heartland,"Tobacco, Cotton, Peanuts",incfi,293656
2015,Heartland,Other Field Crops,incfi,7946
2015,Heartland,General Cash Grains,incfi,141855
2015,Heartland,Wheat,incfi,NA
2015,Heartland,Corn,incfi,112431
2015,Heartland,Soybean,incfi,43625
2015,Heartland,"Specialty Crops (F,V,N)",incfi,51544
2016,Heartland,General Cash Grains,incfi,139314
2016,Heartland,Soybean,incfi,72315
2016,Heartland,Corn,incfi,131204
2016,Heartland,"Tobacco, Cotton, Peanuts",incfi,NA
2016,Heartland,Other Field Crops,incfi,13614
2016,Heartland,"Specialty Crops (F,V,N)",incfi,12061
2017,Heartland,Wheat,incfi,NA
2017,Heartland,"Tobacco, Cotton, Peanuts",incfi,309569
2017,Heartland,General Cash Grains,incfi,126079
2017,Heartland,Corn,incfi,114660
2017,Heartland,Soybean,incfi,59429
2017,Heartland,Other Field Crops,incfi,11953
2017,Heartland,"Specialty Crops (F,V,N)",incfi,52044
2018,Heartland,General Cash Grains,incfi,124264
2018,Heartland,Wheat,incfi,NA
2018,Heartland,Corn,incfi,140319
2018,Heartland,Soybean,incfi,46453
2018,Heartland,"Tobacco, Cotton, Peanuts",incfi,336526
2018,Heartland,Other Field Crops,incfi,10422
2018,Heartland,"Specialty Crops (F,V,N)",incfi,-4032
1996,Mississippi Portal,Wheat,incfi,NA
1996,Mississippi Portal,Corn,incfi,84485
1996,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,94373
1996,Mississippi Portal,General Cash Grains,incfi,118245
1996,Mississippi Portal,Soybean,incfi,40576
1996,Mississippi Portal,Other Field Crops,incfi,10057
1996,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,14871
1997,Mississippi Portal,General Cash Grains,incfi,57945
1997,Mississippi Portal,Wheat,incfi,NA
1997,Mississippi Portal,Other Field Crops,incfi,16823
1997,Mississippi Portal,Corn,incfi,21921
1997,Mississippi Portal,Soybean,incfi,27356
1997,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,72352
1997,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,6270
1998,Mississippi Portal,Wheat,incfi,NA
1998,Mississippi Portal,Other Field Crops,incfi,10881
1998,Mississippi Portal,General Cash Grains,incfi,80747
1998,Mississippi Portal,Corn,incfi,66524
1998,Mississippi Portal,Soybean,incfi,17782
1998,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,44875
1998,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,-3448
1999,Mississippi Portal,General Cash Grains,incfi,74063
1999,Mississippi Portal,Corn,incfi,12935
1999,Mississippi Portal,Soybean,incfi,9182
1999,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,48432
1999,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,NA
1999,Mississippi Portal,Wheat,incfi,83353
1999,Mississippi Portal,Other Field Crops,incfi,5491
2000,Mississippi Portal,Wheat,incfi,NA
2000,Mississippi Portal,Soybean,incfi,17497
2000,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,30341
2000,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,44788
2000,Mississippi Portal,General Cash Grains,incfi,45535
2000,Mississippi Portal,Corn,incfi,4897
2000,Mississippi Portal,Other Field Crops,incfi,11981
2001,Mississippi Portal,General Cash Grains,incfi,97063
2001,Mississippi Portal,Soybean,incfi,35933
2001,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,26567
2001,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,35468
2001,Mississippi Portal,Wheat,incfi,NA
2001,Mississippi Portal,Corn,incfi,118394
2001,Mississippi Portal,Other Field Crops,incfi,4294
2002,Mississippi Portal,General Cash Grains,incfi,90121
2002,Mississippi Portal,Wheat,incfi,-3883
2002,Mississippi Portal,Corn,incfi,9446
2002,Mississippi Portal,Soybean,incfi,41114
2002,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,80247
2002,Mississippi Portal,Other Field Crops,incfi,1984
2002,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,37024
2003,Mississippi Portal,Wheat,incfi,NA
2003,Mississippi Portal,Corn,incfi,165058
2003,Mississippi Portal,Soybean,incfi,105941
2003,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,17893
2003,Mississippi Portal,General Cash Grains,incfi,143158
2003,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,134655
2003,Mississippi Portal,Other Field Crops,incfi,14936
2004,Mississippi Portal,Corn,incfi,151221
2004,Mississippi Portal,Soybean,incfi,78963
2004,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,179593
2004,Mississippi Portal,Other Field Crops,incfi,2703
2004,Mississippi Portal,General Cash Grains,incfi,105185
2004,Mississippi Portal,Wheat,incfi,NA
2004,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,73968
2005,Mississippi Portal,Corn,incfi,84377
2005,Mississippi Portal,General Cash Grains,incfi,114872
2005,Mississippi Portal,Soybean,incfi,21359
2005,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,201225
2005,Mississippi Portal,Other Field Crops,incfi,-4961
2005,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,NA
2006,Mississippi Portal,General Cash Grains,incfi,67969
2006,Mississippi Portal,Wheat,incfi,-4164
2006,Mississippi Portal,Corn,incfi,78323
2006,Mississippi Portal,Soybean,incfi,22077
2006,Mississippi Portal,Other Field Crops,incfi,5943
2006,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,141931
2006,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,34117
2007,Mississippi Portal,Soybean,incfi,100745
2007,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,132308
2007,Mississippi Portal,General Cash Grains,incfi,184308
2007,Mississippi Portal,Wheat,incfi,NA
2007,Mississippi Portal,Corn,incfi,116992
2007,Mississippi Portal,Other Field Crops,incfi,9165
2007,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,50155
2008,Mississippi Portal,Wheat,incfi,-34206
2008,Mississippi Portal,Corn,incfi,171085
2008,Mississippi Portal,Other Field Crops,incfi,11767
2008,Mississippi Portal,General Cash Grains,incfi,240555
2008,Mississippi Portal,Soybean,incfi,72060
2008,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,96328
2008,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,50332
2009,Mississippi Portal,Wheat,incfi,NA
2009,Mississippi Portal,General Cash Grains,incfi,215393
2009,Mississippi Portal,Corn,incfi,131750
2009,Mississippi Portal,Soybean,incfi,121882
2009,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,224062
2009,Mississippi Portal,Other Field Crops,incfi,-122
2009,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,6601
2010,Mississippi Portal,General Cash Grains,incfi,199442
2010,Mississippi Portal,Corn,incfi,54777
2010,Mississippi Portal,Soybean,incfi,101422
2010,Mississippi Portal,Other Field Crops,incfi,NA
2010,Mississippi Portal,Wheat,incfi,NA
2010,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,279053
2010,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,5709
2011,Mississippi Portal,General Cash Grains,incfi,202517
2011,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,253241
2011,Mississippi Portal,Other Field Crops,incfi,472
2011,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,-12433
2011,Mississippi Portal,Wheat,incfi,-14834
2011,Mississippi Portal,Corn,incfi,382120
2011,Mississippi Portal,Soybean,incfi,72056
2012,Mississippi Portal,Soybean,incfi,189962
2012,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,162897
2012,Mississippi Portal,Other Field Crops,incfi,12063
2012,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,144454
2012,Mississippi Portal,General Cash Grains,incfi,638137
2012,Mississippi Portal,Wheat,incfi,22676
2012,Mississippi Portal,Corn,incfi,386117
2013,Mississippi Portal,General Cash Grains,incfi,427050
2013,Mississippi Portal,Corn,incfi,368996
2013,Mississippi Portal,Soybean,incfi,234523
2013,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,-2570
2013,Mississippi Portal,Wheat,incfi,NA
2013,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,381322
2013,Mississippi Portal,Other Field Crops,incfi,53101
2014,Mississippi Portal,General Cash Grains,incfi,301026
2014,Mississippi Portal,Wheat,incfi,NA
2014,Mississippi Portal,Soybean,incfi,203200
2014,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,4958
2014,Mississippi Portal,Corn,incfi,150738
2014,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,205656
2014,Mississippi Portal,Other Field Crops,incfi,11775
2015,Mississippi Portal,General Cash Grains,incfi,179070
2015,Mississippi Portal,Wheat,incfi,NA
2015,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,58044
2015,Mississippi Portal,Other Field Crops,incfi,23222
2015,Mississippi Portal,Corn,incfi,74683
2015,Mississippi Portal,Soybean,incfi,124560
2015,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,78467
2016,Mississippi Portal,General Cash Grains,incfi,156606
2016,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,120777
2016,Mississippi Portal,Other Field Crops,incfi,6007
2016,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,52038
2016,Mississippi Portal,Wheat,incfi,NA
2016,Mississippi Portal,Corn,incfi,213672
2016,Mississippi Portal,Soybean,incfi,144822
2017,Mississippi Portal,Wheat,incfi,NA
2017,Mississippi Portal,Corn,incfi,384017
2017,Mississippi Portal,Soybean,incfi,262383
2017,Mississippi Portal,General Cash Grains,incfi,337999
2017,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,155766
2017,Mississippi Portal,Other Field Crops,incfi,17553
2017,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,115211
2018,Mississippi Portal,General Cash Grains,incfi,321055
2018,Mississippi Portal,Soybean,incfi,168399
2018,Mississippi Portal,"Specialty Crops (F,V,N)",incfi,NA
2018,Mississippi Portal,Corn,incfi,147757
2018,Mississippi Portal,"Tobacco, Cotton, Peanuts",incfi,248988
2018,Mississippi Portal,Other Field Crops,incfi,19895
1996,Northern Crescent,General Cash Grains,incfi,46650
1996,Northern Crescent,Wheat,incfi,NA
1996,Northern Crescent,Soybean,incfi,5845
1996,Northern Crescent,"Specialty Crops (F,V,N)",incfi,25625
1996,Northern Crescent,Corn,incfi,20190
1996,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
1996,Northern Crescent,Other Field Crops,incfi,1297
1997,Northern Crescent,General Cash Grains,incfi,11399
1997,Northern Crescent,Soybean,incfi,248
1997,Northern Crescent,Wheat,incfi,-6025
1997,Northern Crescent,Corn,incfi,3458
1997,Northern Crescent,Other Field Crops,incfi,188
1997,Northern Crescent,"Specialty Crops (F,V,N)",incfi,17118
1998,Northern Crescent,General Cash Grains,incfi,36614
1998,Northern Crescent,Other Field Crops,incfi,-1994
1998,Northern Crescent,Wheat,incfi,NA
1998,Northern Crescent,Corn,incfi,14864
1998,Northern Crescent,Soybean,incfi,3170
1998,Northern Crescent,"Specialty Crops (F,V,N)",incfi,75782
1999,Northern Crescent,Corn,incfi,13732
1999,Northern Crescent,Soybean,incfi,9310
1999,Northern Crescent,"Specialty Crops (F,V,N)",incfi,24773
1999,Northern Crescent,General Cash Grains,incfi,16027
1999,Northern Crescent,Wheat,incfi,NA
1999,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
1999,Northern Crescent,Other Field Crops,incfi,301
2000,Northern Crescent,Corn,incfi,16011
2000,Northern Crescent,Soybean,incfi,NA
2000,Northern Crescent,Other Field Crops,incfi,4942
2000,Northern Crescent,General Cash Grains,incfi,13625
2000,Northern Crescent,Wheat,incfi,NA
2000,Northern Crescent,"Specialty Crops (F,V,N)",incfi,22565
2001,Northern Crescent,Wheat,incfi,NA
2001,Northern Crescent,Soybean,incfi,-5789
2001,Northern Crescent,Other Field Crops,incfi,830
2001,Northern Crescent,"Specialty Crops (F,V,N)",incfi,26784
2001,Northern Crescent,General Cash Grains,incfi,15403
2001,Northern Crescent,Corn,incfi,14931
2002,Northern Crescent,General Cash Grains,incfi,-2717
2002,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2002,Northern Crescent,Wheat,incfi,NA
2002,Northern Crescent,Corn,incfi,9213
2002,Northern Crescent,Soybean,incfi,5317
2002,Northern Crescent,Other Field Crops,incfi,-1030
2002,Northern Crescent,"Specialty Crops (F,V,N)",incfi,45050
2003,Northern Crescent,General Cash Grains,incfi,11806
2003,Northern Crescent,Soybean,incfi,1042
2003,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2003,Northern Crescent,Other Field Crops,incfi,143
2003,Northern Crescent,Wheat,incfi,NA
2003,Northern Crescent,Corn,incfi,31375
2003,Northern Crescent,"Specialty Crops (F,V,N)",incfi,36828
2004,Northern Crescent,General Cash Grains,incfi,23305
2004,Northern Crescent,Soybean,incfi,2644
2004,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2004,Northern Crescent,"Specialty Crops (F,V,N)",incfi,40744
2004,Northern Crescent,Wheat,incfi,15993
2004,Northern Crescent,Corn,incfi,13919
2004,Northern Crescent,Other Field Crops,incfi,-938
2005,Northern Crescent,Corn,incfi,30182
2005,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2005,Northern Crescent,"Specialty Crops (F,V,N)",incfi,44180
2005,Northern Crescent,General Cash Grains,incfi,22598
2005,Northern Crescent,Wheat,incfi,8707
2005,Northern Crescent,Soybean,incfi,11613
2005,Northern Crescent,Other Field Crops,incfi,89
2006,Northern Crescent,General Cash Grains,incfi,19830
2006,Northern Crescent,Wheat,incfi,-1119
2006,Northern Crescent,Corn,incfi,18969
2006,Northern Crescent,Other Field Crops,incfi,-4101
2006,Northern Crescent,"Specialty Crops (F,V,N)",incfi,51665
2006,Northern Crescent,Soybean,incfi,6827
2007,Northern Crescent,General Cash Grains,incfi,14779
2007,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2007,Northern Crescent,Other Field Crops,incfi,2299
2007,Northern Crescent,Wheat,incfi,-4690
2007,Northern Crescent,Corn,incfi,37355
2007,Northern Crescent,Soybean,incfi,9715
2007,Northern Crescent,"Specialty Crops (F,V,N)",incfi,32393
2008,Northern Crescent,Corn,incfi,36601
2008,Northern Crescent,Soybean,incfi,10132
2008,Northern Crescent,General Cash Grains,incfi,52290
2008,Northern Crescent,Wheat,incfi,NA
2008,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2008,Northern Crescent,Other Field Crops,incfi,-4825
2008,Northern Crescent,"Specialty Crops (F,V,N)",incfi,42356
2009,Northern Crescent,General Cash Grains,incfi,47598
2009,Northern Crescent,Wheat,incfi,-5050
2009,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2009,Northern Crescent,Corn,incfi,27600
2009,Northern Crescent,Soybean,incfi,18615
2009,Northern Crescent,Other Field Crops,incfi,-3080
2009,Northern Crescent,"Specialty Crops (F,V,N)",incfi,64081
2010,Northern Crescent,General Cash Grains,incfi,71397
2010,Northern Crescent,Wheat,incfi,669
2010,Northern Crescent,Soybean,incfi,23643
2010,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,19332
2010,Northern Crescent,Corn,incfi,50672
2010,Northern Crescent,Other Field Crops,incfi,-1715
2010,Northern Crescent,"Specialty Crops (F,V,N)",incfi,35115
2011,Northern Crescent,General Cash Grains,incfi,68373
2011,Northern Crescent,Corn,incfi,50816
2011,Northern Crescent,Soybean,incfi,69209
2011,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2011,Northern Crescent,Other Field Crops,incfi,-3437
2011,Northern Crescent,"Specialty Crops (F,V,N)",incfi,36957
2012,Northern Crescent,Wheat,incfi,-6757
2012,Northern Crescent,Corn,incfi,89473
2012,Northern Crescent,Other Field Crops,incfi,4749
2012,Northern Crescent,General Cash Grains,incfi,80747
2012,Northern Crescent,Soybean,incfi,37607
2012,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2012,Northern Crescent,"Specialty Crops (F,V,N)",incfi,98878
2013,Northern Crescent,Wheat,incfi,NA
2013,Northern Crescent,Soybean,incfi,24772
2013,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2013,Northern Crescent,Other Field Crops,incfi,12208
2013,Northern Crescent,General Cash Grains,incfi,165062
2013,Northern Crescent,Corn,incfi,80482
2013,Northern Crescent,"Specialty Crops (F,V,N)",incfi,70999
2014,Northern Crescent,General Cash Grains,incfi,55520
2014,Northern Crescent,Wheat,incfi,-12200
2014,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,8166
2014,Northern Crescent,"Specialty Crops (F,V,N)",incfi,62317
2014,Northern Crescent,Corn,incfi,54785
2014,Northern Crescent,Soybean,incfi,20625
2014,Northern Crescent,Other Field Crops,incfi,6072
2015,Northern Crescent,General Cash Grains,incfi,70166
2015,Northern Crescent,Wheat,incfi,3088
2015,Northern Crescent,Corn,incfi,27637
2015,Northern Crescent,Soybean,incfi,15291
2015,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2015,Northern Crescent,Other Field Crops,incfi,7281
2015,Northern Crescent,"Specialty Crops (F,V,N)",incfi,39127
2016,Northern Crescent,General Cash Grains,incfi,59596
2016,Northern Crescent,Corn,incfi,32722
2016,Northern Crescent,Wheat,incfi,NA
2016,Northern Crescent,Soybean,incfi,18299
2016,Northern Crescent,Other Field Crops,incfi,2622
2016,Northern Crescent,"Specialty Crops (F,V,N)",incfi,102292
2017,Northern Crescent,Wheat,incfi,NA
2017,Northern Crescent,Corn,incfi,47363
2017,Northern Crescent,"Specialty Crops (F,V,N)",incfi,62599
2017,Northern Crescent,General Cash Grains,incfi,61176
2017,Northern Crescent,Soybean,incfi,19179
2017,Northern Crescent,Other Field Crops,incfi,4764
2018,Northern Crescent,Corn,incfi,35468
2018,Northern Crescent,Soybean,incfi,35508
2018,Northern Crescent,"Tobacco, Cotton, Peanuts",incfi,NA
2018,Northern Crescent,Other Field Crops,incfi,12597
2018,Northern Crescent,"Specialty Crops (F,V,N)",incfi,57734
2018,Northern Crescent,General Cash Grains,incfi,53690
2018,Northern Crescent,Wheat,incfi,-7535
1996,Northern Great Plains,Wheat,incfi,58821
1996,Northern Great Plains,Soybean,incfi,NA
1996,Northern Great Plains,Other Field Crops,incfi,24174
1996,Northern Great Plains,"Specialty Crops (F,V,N)",incfi,NA
1996,Northern Great Plains,General Cash Grains,incfi,61413
1996,Northern Great Plains,Corn,incfi,9834
1997,Northern Great Plains,Corn,incfi,-5959
1997,Northern Great Plains,Soybean,incfi,25125
1997,Northern Great Plains,Other Field Crops,incfi,22250
1997,Northern Great Plains,"Specialty Crops (F,V,N)",incfi,34596
1997,Northern Great Plains,General Cash Grains,incfi,13572
1997,Northern Great Plains,Wheat,incfi,13941
1998,Northern Great Plains,General Cash Grains,incfi,31013
1998,Northern Great Plains,Soybean,incfi,29894
1998,Northern Great Plains,Wheat,incfi,26808
1998,Northern Great Plains,Corn,incfi,-16906
1998,Northern Great Plains,Other Field Crops,incfi,21861
1998,Northern Great Plains,"Specialty Crops (F,V,N)",incfi,NA
1999,Northern Great Plains,Wheat,incfi,20660
1999,Northern Great Plains,Corn,incfi,33455
1999,Northern Great Plains,Other Field Crops,incfi,20099
1999,Northern Great Plains,General Cash Grains,incfi,59225
1999,Northern Great Plains,Soybean,incfi,79146
1999,Northern Great Plains,"Specialty Crops (F,V,N)",incfi,128018
2000,Northern Great Plains,Wheat,incfi,24105
2000,Northern Great Plains,Other Field Crops,incfi,15725
2000,Northern Great Plains,"Specialty Crops (F,V,N)",incfi,110318
2000,Northern Great Plains,General Cash Grains,incfi,54056
2000,Northern Great Plains,Corn,incfi,99716
2000,Northern Great Plains,Soybean,incfi,29127
2001,Northern Great Plains,Wheat,incfi,34026
2001,Northern Great Plains,Corn,incfi,80560
2001,Northern Great Plains,Soybean,incfi,33832
2001,Northern Great Plains,Other Field Crops,incfi,12418
2001,Northern Great Plains,"Specialty Crops (F,V,N)",incfi,NA
2001,Northern Great Plains,General Cash Grains,incfi,81866
2002,Northern Great Plains,Corn,incfi,23421
2002,Northern Great Plains,Soybean,incfi,48585
2002,Northern Great Plains,Other Field Crops,incfi,17010
2002,Northern Great Plains,"Specialty Crops (F,V,N)",incfi,138572
2002,Northern Great Plains,General Cash Grains,incfi,54503
2002,Northern Great Plains,Wheat,incfi,41415
